Policy_Number,Customer_ID,Vehicle_ID,Vehicle_Make,Policy_Start_Date,Policy_End_Date,Premium_Amount,Claim_Number,Payment_Date,Payment_Method,Coverage_Type,Agent_ID,Region_Name,Policy_Term,Deductible,Claim_Date,Claim_Amount,Claim_Status,Claim_Type
P47833132,CUST3012,V524311,Nissan,2/9/2023,3/27/2025,1108,CLM4428,5/18/2024,Bank Transfer,Collision,AG104,Central,12 months,466,2/22/2023,9183,Pending,Theft
P17565223,CUST3013,V125711,BMW,5/15/2022,10/11/2024,1862,CLM6769,9/28/2024,Bank Transfer,Collision,AG103,Central,12 months,839,2/14/2024,2925,Approved,Theft
P88410224,CUST3014,V217100,Nissan,7/19/2023,2/26/2025,1944,CLM3957,2/12/2023,Credit Card,Third Party,AG101,Central,12 months,842,6/15/2024,8822,Pending,Theft
P19841064,CUST3015,V503507,Honda,3/12/2022,6/16/2024,1005,CLM4512,5/11/2023,Cash,Comprehensive,AG100,Central,12 months,535,4/10/2024,6193,Denied,Theft
P49160723,CUST3016,V197047,Toyota,9/7/2023,9/2/2024,1170,CLM4527,6/3/2024,Bank Transfer,Collision,AG101,Central,12 months,855,3/5/2024,2491,Denied,Theft
P66564417,CUST3017,V645862,Hyundai,10/3/2022,9/19/2024,1395,CLM9769,4/26/2023,Cash,Comprehensive,AG101,Central,12 months,914,11/3/2023,2383,Denied,Theft
P23863073,CUST3018,V108999,Ford,2/12/2022,10/12/2025,1015,CLM5908,2/8/2024,Bank Transfer,Collision,AG103,Central,12 months,789,5/14/2023,2383,Pending,Theft
P59336214,CUST3019,V735268,Volkswagen,7/24/2023,10/1/2024,1675,CLM4872,12/12/2024,Cash,Third Party,AG103,Central,12 months,619,3/6/2024,2709,Pending,Theft
P11696301,CUST3020,V832455,Nissan,11/16/2022,8/19/2024,1027,CLM7908,2/22/2024,Cash,Collision,AG106,Central,12 months,464,5/22/2024,3049,Approved,Theft
P28872236,CUST3021,V745806,Hyundai,9/28/2022,12/10/2025,562,CLM8587,9/11/2024,Credit Card,Third Party,AG108,Central,12 months,337,12/30/2024,4468,Pending,Theft
P81400757,CUST3022,V617141,Chevrolet,4/25/2022,11/26/2024,1044,CLM4775,10/2/2023,Cash,Comprehensive,AG104,Central,12 months,615,8/17/2024,9674,Pending,Theft
P24150752,CUST3023,V205062,Ford,3/25/2023,11/5/2024,1254,CLM5232,8/10/2023,Credit Card,Collision,AG101,Central,12 months,151,9/30/2024,8119,Approved,Theft
P93519351,CUST3024,V418326,Hyundai,8/30/2023,11/4/2025,1578,CLM6534,5/5/2023,Cash,Third Party,AG103,Central,12 months,959,8/18/2023,9595,Denied,Theft
P48104316,CUST3025,V328324,Honda,3/27/2023,10/3/2025,622,CLM9100,12/3/2023,Bank Transfer,Collision,AG104,Central,12 months,440,4/11/2024,3668,Approved,Theft
P27475643,CUST3026,V325538,Volkswagen,12/6/2023,9/5/2025,826,CLM4696,11/27/2023,Cash,Comprehensive,AG103,Central,12 months,832,3/11/2023,5271,Pending,Theft
P31791786,CUST3027,V372136,Hyundai,2/21/2023,5/17/2025,1275,CLM3040,3/5/2023,Credit Card,Collision,AG104,Central,12 months,427,4/20/2023,8395,Approved,Theft
P84929971,CUST3028,V233769,BMW,4/14/2022,1/25/2024,948,CLM8486,1/16/2023,Bank Transfer,Comprehensive,AG103,Central,12 months,112,4/15/2023,2600,Approved,Theft
P93600188,CUST3029,V398088,BMW,1/28/2023,12/10/2025,1321,CLM6403,6/5/2023,Bank Transfer,Comprehensive,AG103,Central,12 months,777,7/1/2023,1952,Pending,Theft
P50754669,CUST3030,V470689,Nissan,5/26/2023,2/7/2025,1822,CLM9209,12/1/2024,Credit Card,Collision,AG101,Central,12 months,253,4/5/2023,1194,Pending,Theft
P21558860,CUST3031,V505841,Toyota,6/11/2023,12/6/2025,1436,CLM5065,3/5/2023,Credit Card,Collision,AG103,Central,12 months,700,4/10/2023,6982,Approved,Theft
P36104507,CUST3032,V752146,Nissan,11/10/2022,12/24/2024,647,CLM3228,4/13/2024,Cash,Third Party,AG103,Central,12 months,186,6/19/2023,7889,Denied,Theft
P98290952,CUST3033,V553145,Mercedes,4/16/2023,1/3/2024,1620,CLM4401,4/7/2024,Cash,Collision,AG108,Central,12 months,304,4/7/2024,4355,Denied,Theft
P96921373,CUST3034,V173115,Honda,5/9/2022,8/7/2025,1207,CLM1487,12/9/2024,Cash,Collision,AG101,Central,12 months,607,5/21/2023,5445,Pending,Theft
P37860111,CUST3035,V429586,Volkswagen,7/25/2022,10/15/2024,1371,CLM7062,11/7/2023,Bank Transfer,Collision,AG103,Central,12 months,888,3/5/2024,4494,Pending,Theft
P90676747,CUST3036,V434703,Kia,4/2/2023,11/22/2025,1696,CLM3941,9/23/2024,Cash,Third Party,AG100,Central,12 months,455,8/5/2024,4376,Pending,Theft
P12173269,CUST3037,V496897,Hyundai,6/18/2023,7/27/2024,1092,CLM4852,7/2/2024,Credit Card,Comprehensive,AG103,Central,12 months,370,6/9/2023,1447,Approved,Theft
P93070431,CUST3038,V918758,Kia,5/22/2022,9/17/2024,699,CLM9212,10/11/2024,Credit Card,Third Party,AG101,Central,12 months,415,9/25/2024,6826,Pending,Theft
P66361215,CUST3039,V986618,Toyota,10/2/2023,1/6/2024,865,CLM5173,9/15/2023,Bank Transfer,Third Party,AG100,Central,12 months,275,8/20/2023,6320,Approved,Theft
P71856569,CUST3040,V902568,Ford,5/24/2022,8/22/2024,1446,CLM6164,3/3/2023,Cash,Comprehensive,AG100,Central,12 months,562,6/28/2024,5544,Approved,Theft
P63576932,CUST3041,V637366,Mercedes,7/9/2022,1/15/2024,1504,CLM9377,7/11/2024,Bank Transfer,Collision,AG102,Central,12 months,901,9/29/2024,9984,Approved,Theft
P61987254,CUST3042,V303489,Volkswagen,6/24/2022,3/4/2025,1597,CLM4686,2/18/2024,Bank Transfer,Comprehensive,AG101,Central,12 months,719,11/27/2024,9203,Pending,Theft
P98580331,CUST3043,V670618,Mercedes,1/15/2022,4/25/2025,1533,CLM1729,3/28/2023,Cash,Third Party,AG103,Central,12 months,887,12/14/2023,1777,Pending,Theft
P52112103,CUST3044,V244870,Nissan,2/18/2022,5/28/2024,1267,CLM3409,12/31/2023,Cash,Comprehensive,AG103,Central,12 months,551,10/24/2024,7171,Pending,Theft
P60342676,CUST3045,V812617,Toyota,7/23/2023,8/2/2025,843,CLM8593,11/7/2023,Bank Transfer,Third Party,AG104,Central,12 months,889,6/6/2024,6386,Denied,Theft
P99341839,CUST3046,V921995,Nissan,11/9/2022,10/7/2024,1270,CLM8574,5/13/2024,Credit Card,Comprehensive,AG104,Central,12 months,314,10/16/2023,9244,Approved,Theft
P11990596,CUST3047,V131049,Mercedes,3/4/2022,1/19/2025,1517,CLM2795,11/27/2024,Credit Card,Collision,AG100,Central,12 months,124,12/31/2023,5421,Denied,Theft
P34217048,CUST3048,V842525,Volkswagen,1/30/2022,4/11/2024,1505,CLM3882,3/5/2024,Bank Transfer,Comprehensive,AG103,Central,12 months,655,3/27/2024,8555,Denied,Theft
P95855251,CUST3049,V782877,Ford,2/14/2023,9/13/2024,915,CLM5808,8/27/2023,Credit Card,Collision,AG103,Central,12 months,751,5/31/2023,8000,Approved,Theft
P24967667,CUST3050,V289677,Chevrolet,3/3/2022,3/27/2024,1141,CLM5684,1/18/2023,Credit Card,Third Party,AG104,Central,12 months,683,11/14/2023,3390,Pending,Theft
P78522868,CUST3051,V923927,Ford,12/31/2022,7/4/2025,1312,CLM1687,7/10/2024,Cash,Third Party,AG104,Central,12 months,194,1/8/2024,6693,Pending,Theft
P33112471,CUST3052,V998425,Ford,4/16/2022,12/20/2025,868,CLM2138,7/13/2024,Cash,Collision,AG101,Central,12 months,768,5/10/2023,9125,Denied,Theft
P17380774,CUST3053,V897507,Ford,5/9/2023,10/29/2024,1937,CLM9077,3/21/2024,Bank Transfer,Third Party,AG104,Central,12 months,646,9/5/2023,1929,Denied,Theft
P25672723,CUST3054,V278471,Hyundai,4/22/2023,4/22/2025,1499,CLM5407,12/31/2024,Bank Transfer,Collision,AG103,Central,12 months,915,5/31/2024,5840,Approved,Theft
P55822058,CUST3055,V744854,Honda,8/28/2023,3/21/2024,1671,CLM4405,10/1/2023,Bank Transfer,Third Party,AG101,Central,12 months,858,10/22/2024,8008,Denied,Theft
P46018640,CUST3056,V122467,Ford,12/26/2023,8/15/2024,523,CLM4889,12/10/2024,Bank Transfer,Comprehensive,AG103,Central,12 months,269,8/18/2023,9376,Denied,Theft
P57640358,CUST3057,V774145,Nissan,11/12/2022,2/16/2024,750,CLM6426,4/20/2024,Bank Transfer,Collision,AG104,Central,12 months,521,4/24/2024,3476,Approved,Theft
P24284049,CUST3058,V577799,BMW,9/16/2022,2/7/2025,1932,CLM8974,5/15/2023,Bank Transfer,Third Party,AG102,Central,12 months,340,2/24/2023,4826,Denied,Theft
P24479045,CUST3059,V264376,Ford,10/5/2022,2/21/2025,1986,CLM3272,12/21/2023,Bank Transfer,Third Party,AG103,Central,12 months,380,2/26/2023,3824,Denied,Theft
P74788930,CUST3060,V957154,Nissan,6/8/2023,1/27/2024,1178,CLM6910,4/7/2023,Credit Card,Comprehensive,AG104,Central,12 months,206,4/19/2024,7014,Denied,Theft
P44177344,CUST3061,V890508,Honda,12/30/2023,7/8/2025,929,CLM3855,7/17/2024,Credit Card,Collision,AG101,Central,12 months,439,2/20/2024,3133,Pending,Theft
P61211230,CUST3062,V857908,Ford,12/21/2023,9/15/2024,1743,CLM9916,5/10/2023,Bank Transfer,Third Party,AG103,Central,12 months,992,3/31/2024,2934,Approved,Theft
P16576381,CUST3063,V695201,Volkswagen,9/24/2022,5/9/2025,635,CLM2581,8/7/2024,Credit Card,Third Party,AG108,Central,12 months,553,3/3/2024,8427,Pending,Theft
P59293569,CUST3064,V254148,Toyota,2/1/2023,5/22/2025,1441,CLM1194,2/22/2024,Bank Transfer,Comprehensive,AG104,Central,12 months,470,4/16/2023,8154,Denied,Theft
P45706377,CUST3065,V863974,Toyota,9/14/2023,11/11/2024,1454,CLM2038,2/15/2024,Credit Card,Third Party,AG103,Central,12 months,864,12/3/2023,1512,Pending,Theft
P83807155,CUST3066,V599361,Ford,10/16/2023,11/9/2024,1945,CLM6163,9/6/2023,Cash,Collision,AG103,Central,12 months,195,6/9/2023,9983,Pending,Theft
P98555628,CUST3067,V187202,Volkswagen,1/5/2022,10/30/2025,640,CLM5037,2/23/2024,Bank Transfer,Collision,AG108,Central,12 months,816,8/30/2023,9066,Approved,Theft
P33805490,CUST3068,V302954,Kia,1/14/2023,9/29/2024,1289,CLM2155,9/9/2024,Bank Transfer,Comprehensive,AG103,Central,12 months,228,10/7/2023,8892,Approved,Theft
P65174152,CUST3069,V304335,Kia,12/5/2022,3/26/2024,881,CLM4198,8/19/2024,Bank Transfer,Third Party,AG103,Central,12 months,519,1/1/2023,5193,Approved,Theft
P40925295,CUST3070,V684713,Honda,1/25/2023,10/16/2025,1217,CLM8846,1/1/2023,Credit Card,Collision,AG103,Central,12 months,747,12/28/2024,9249,Denied,Theft
P10853706,CUST3071,V197813,Hyundai,10/29/2023,1/3/2025,1435,CLM5579,9/3/2024,Cash,Third Party,AG101,Central,12 months,224,2/18/2023,2669,Pending,Theft
P95274880,CUST3072,V752414,Chevrolet,9/15/2022,6/26/2024,1165,CLM9803,6/26/2024,Credit Card,Collision,AG103,Central,12 months,926,10/7/2023,9778,Denied,Theft
P65639647,CUST3073,V588667,Nissan,5/20/2022,1/31/2024,588,CLM1101,3/16/2023,Bank Transfer,Collision,AG103,Central,12 months,167,1/3/2024,9076,Approved,Theft
P39747492,CUST3074,V126545,Honda,8/19/2022,5/7/2024,667,CLM5201,6/11/2024,Bank Transfer,Collision,AG104,Central,12 months,311,1/26/2023,4936,Pending,Theft
P49405278,CUST3075,V213151,Kia,1/5/2022,9/9/2025,657,CLM3601,8/6/2023,Cash,Third Party,AG100,Central,12 months,742,11/4/2023,1218,Pending,Theft
P15828785,CUST3076,V687591,Kia,12/5/2023,11/14/2024,771,CLM5620,1/14/2023,Cash,Comprehensive,AG101,Central,12 months,130,4/8/2024,6813,Approved,Theft
P80071724,CUST3077,V206104,BMW,10/21/2023,3/16/2025,772,CLM2708,9/9/2024,Cash,Comprehensive,AG106,Central,12 months,911,5/14/2023,7011,Approved,Theft
P38587692,CUST3078,V310835,Honda,12/30/2023,9/15/2024,2000,CLM9375,11/2/2024,Credit Card,Collision,AG104,Central,12 months,543,1/11/2023,6449,Denied,Theft
P53013601,CUST3079,V113598,Ford,11/17/2022,5/19/2024,1831,CLM6917,5/25/2024,Cash,Third Party,AG101,Central,12 months,505,3/16/2024,5067,Approved,Theft
P36514629,CUST3080,V241682,Nissan,4/16/2022,2/22/2024,510,CLM4783,4/12/2024,Bank Transfer,Collision,AG102,Central,12 months,993,12/22/2024,1458,Pending,Theft
P52307536,CUST3081,V383714,Hyundai,8/4/2023,3/26/2025,1353,CLM4746,1/6/2024,Bank Transfer,Comprehensive,AG100,Central,12 months,756,1/17/2023,6970,Denied,Theft
P57734587,CUST3082,V241833,Chevrolet,5/5/2023,3/29/2025,1776,CLM4557,1/16/2024,Cash,Collision,AG108,Central,12 months,842,2/5/2023,2717,Denied,Theft
P89152727,CUST3083,V427171,Toyota,10/22/2022,2/2/2024,1006,CLM4314,5/10/2023,Cash,Collision,AG101,Central,12 months,388,9/2/2023,8155,Approved,Theft
P53171892,CUST3084,V183847,Toyota,7/5/2023,4/5/2025,658,CLM4829,12/4/2023,Cash,Third Party,AG103,Central,12 months,429,6/17/2024,7858,Denied,Theft
P64036227,CUST3085,V577734,Nissan,11/4/2023,12/1/2025,1699,CLM5841,8/28/2023,Cash,Comprehensive,AG103,Central,12 months,943,11/27/2024,9954,Approved,Theft
P72878182,CUST3086,V698824,Mercedes,2/17/2022,5/23/2024,1042,CLM3891,10/24/2024,Credit Card,Third Party,AG104,Central,12 months,732,7/29/2024,4623,Pending,Theft
P95132152,CUST3087,V462782,BMW,2/4/2022,8/14/2024,1369,CLM8428,3/8/2023,Bank Transfer,Comprehensive,AG101,Central,12 months,448,12/11/2024,2011,Denied,Theft
P49407613,CUST3088,V319169,Honda,12/1/2022,9/19/2024,1771,CLM6384,7/28/2023,Bank Transfer,Third Party,AG101,Central,12 months,129,6/19/2024,1842,Pending,Theft
P80216378,CUST3089,V353129,Kia,7/10/2022,8/1/2024,1516,CLM1192,10/3/2024,Cash,Comprehensive,AG103,Central,12 months,123,12/6/2024,6395,Approved,Theft
P65783802,CUST3090,V965646,Nissan,10/14/2022,9/11/2025,743,CLM5760,4/6/2024,Bank Transfer,Third Party,AG103,Central,12 months,507,5/30/2023,2403,Pending,Theft
P62951231,CUST3091,V240114,Mercedes,5/6/2023,4/21/2025,596,CLM3252,7/27/2023,Credit Card,Third Party,AG104,Central,12 months,663,8/26/2024,1872,Pending,Theft
P25785839,CUST3092,V880140,BMW,1/21/2023,10/30/2025,961,CLM7366,5/2/2024,Bank Transfer,Third Party,AG101,Central,12 months,888,3/5/2023,8956,Pending,Theft
P59039220,CUST3093,V656807,Honda,5/28/2022,8/12/2025,529,CLM9564,8/9/2023,Bank Transfer,Third Party,AG103,Central,12 months,150,5/22/2024,4011,Pending,Theft
P30875712,CUST3094,V743315,Hyundai,4/15/2023,10/15/2025,696,CLM5381,7/20/2024,Credit Card,Collision,AG101,Central,12 months,107,7/2/2024,4633,Pending,Theft
P98221369,CUST3095,V442521,Kia,5/13/2022,4/23/2025,730,CLM7190,9/30/2024,Credit Card,Collision,AG104,Central,12 months,818,6/13/2024,8461,Approved,Theft
P12858034,CUST3096,V341999,Kia,7/25/2022,8/30/2024,1596,CLM8435,9/25/2023,Cash,Comprehensive,AG108,Central,12 months,292,1/6/2024,4568,Approved,Theft
P17756874,CUST3097,V645418,BMW,12/13/2023,10/18/2024,1947,CLM2923,12/14/2023,Bank Transfer,Collision,AG108,Central,12 months,908,11/24/2023,4736,Denied,Theft
P16949753,CUST3098,V586693,Volkswagen,12/30/2022,3/7/2025,1753,CLM4138,7/7/2024,Bank Transfer,Third Party,AG103,Central,12 months,863,7/10/2024,7232,Approved,Theft
P82814001,CUST3099,V211075,Nissan,10/5/2023,9/12/2025,1940,CLM6114,12/31/2023,Credit Card,Comprehensive,AG108,Central,12 months,244,8/21/2023,9056,Denied,Theft
P94474654,CUST3100,V547201,BMW,11/20/2022,1/1/2025,1974,CLM9794,10/31/2024,Credit Card,Third Party,AG100,Central,12 months,165,7/12/2024,3337,Approved,Theft
P13340739,CUST3101,V821196,Honda,12/19/2023,10/12/2025,1617,CLM8951,6/26/2023,Bank Transfer,Third Party,AG104,Central,12 months,767,1/7/2024,8484,Approved,Theft
P10455474,CUST3102,V246325,Kia,12/23/2022,8/2/2025,1179,CLM8375,4/12/2023,Bank Transfer,Third Party,AG101,Central,12 months,808,3/7/2024,4123,Approved,Theft
P41191482,CUST3103,V258428,Honda,2/15/2022,7/28/2025,1612,CLM3459,2/10/2023,Bank Transfer,Comprehensive,AG104,Central,12 months,573,11/11/2023,9021,Approved,Theft
P93639548,CUST3104,V425687,Ford,1/7/2022,7/8/2025,675,CLM2791,10/27/2023,Cash,Third Party,AG103,Central,12 months,788,10/17/2023,8022,Denied,Theft
P23081616,CUST3105,V135576,Chevrolet,11/12/2023,1/17/2024,1323,CLM6543,8/25/2023,Credit Card,Third Party,AG103,Central,12 months,450,12/31/2024,7019,Approved,Theft
P87272994,CUST3106,V961812,Chevrolet,10/13/2022,3/6/2024,1120,CLM5169,9/16/2023,Cash,Comprehensive,AG101,Central,12 months,221,6/12/2024,3115,Pending,Theft
P74080452,CUST3107,V420056,Volkswagen,3/28/2023,12/16/2024,876,CLM3811,5/21/2023,Credit Card,Third Party,AG103,Central,12 months,945,2/18/2023,4582,Approved,Theft
P26707452,CUST3108,V714663,Volkswagen,9/6/2023,1/21/2025,676,CLM7519,9/29/2024,Bank Transfer,Comprehensive,AG103,Central,12 months,137,6/24/2023,6857,Approved,Theft
P78168899,CUST3109,V354224,Honda,12/31/2023,3/6/2025,524,CLM5094,12/6/2024,Bank Transfer,Third Party,AG100,Central,12 months,383,12/24/2023,8536,Pending,Theft
P90047437,CUST3110,V867866,BMW,3/5/2023,2/27/2024,1911,CLM1858,12/19/2023,Bank Transfer,Third Party,AG103,Central,12 months,424,8/18/2023,3472,Denied,Theft
P34572289,CUST3111,V755538,Toyota,4/29/2023,1/24/2024,941,CLM7051,11/5/2023,Cash,Third Party,AG103,Central,12 months,937,11/25/2024,1430,Pending,Theft
P60016779,CUST3112,V949722,Ford,3/25/2022,5/21/2024,1000,CLM4683,4/30/2023,Credit Card,Third Party,AG103,Central,12 months,959,5/27/2024,9684,Denied,Theft
P39250386,CUST3113,V343843,Chevrolet,4/23/2022,1/4/2025,1658,CLM7595,4/16/2023,Bank Transfer,Comprehensive,AG100,Central,12 months,543,3/19/2023,3508,Approved,Theft
P91555001,CUST3114,V640925,Toyota,1/3/2023,6/16/2025,1343,CLM1491,4/12/2023,Bank Transfer,Collision,AG108,Central,12 months,458,10/6/2023,9529,Denied,Theft
P89757155,CUST3115,V338093,Ford,10/4/2022,9/28/2024,1802,CLM1479,11/9/2023,Cash,Comprehensive,AG101,Central,12 months,652,12/6/2024,8973,Approved,Theft
P58527077,CUST3116,V547908,Honda,5/2/2022,9/6/2025,1155,CLM8912,5/21/2023,Credit Card,Collision,AG104,Central,12 months,987,8/31/2024,4791,Denied,Theft
P58184524,CUST3117,V316693,Volkswagen,12/31/2023,5/22/2025,1628,CLM9084,2/8/2023,Bank Transfer,Comprehensive,AG101,Central,12 months,779,2/24/2023,8942,Pending,Theft
P86111402,CUST3118,V711195,Ford,6/14/2023,8/11/2025,632,CLM3478,5/23/2024,Bank Transfer,Third Party,AG103,Central,12 months,409,6/12/2024,2852,Denied,Theft
P22873827,CUST3119,V178848,Ford,4/18/2023,7/31/2025,1528,CLM5428,12/23/2023,Credit Card,Comprehensive,AG111,Central,12 months,740,3/12/2023,8851,Approved,Theft
P46001786,CUST3120,V552444,Honda,11/6/2023,1/13/2025,773,CLM6460,4/24/2024,Cash,Collision,AG108,Central,12 months,210,9/29/2024,1519,Denied,Theft
P90028599,CUST3121,V330365,Honda,3/28/2022,8/31/2024,1456,CLM8485,5/11/2023,Credit Card,Third Party,AG104,Central,12 months,554,3/12/2023,8410,Approved,Theft
P98741226,CUST3122,V580839,BMW,1/24/2022,2/6/2025,1868,CLM3809,11/14/2023,Credit Card,Collision,AG103,Central,12 months,713,5/30/2024,8641,Denied,Theft
P21198207,CUST3123,V855342,Kia,1/4/2023,3/9/2024,1643,CLM1232,1/12/2024,Bank Transfer,Collision,AG108,Central,12 months,134,6/14/2023,9950,Denied,Theft
P75311477,CUST3124,V602780,BMW,11/14/2022,6/25/2024,1254,CLM1059,11/1/2024,Bank Transfer,Comprehensive,AG101,Central,12 months,776,1/8/2023,9007,Denied,Theft
P11460716,CUST3125,V667966,BMW,11/12/2023,10/4/2025,810,CLM2500,8/17/2023,Credit Card,Comprehensive,AG103,Central,12 months,349,5/13/2024,2513,Denied,Theft
P76108481,CUST3126,V148723,Volkswagen,12/2/2023,7/8/2025,1051,CLM5480,4/22/2023,Bank Transfer,Collision,AG103,Central,12 months,732,3/14/2024,7407,Denied,Theft
P44907759,CUST3127,V430933,Mercedes,2/8/2023,6/11/2025,527,CLM4163,3/19/2024,Bank Transfer,Comprehensive,AG103,Central,12 months,569,8/27/2024,6895,Approved,Theft
P94288214,CUST3128,V903589,Mercedes,9/2/2022,10/6/2024,847,CLM3516,6/15/2024,Credit Card,Third Party,AG102,Central,12 months,365,4/10/2023,4254,Denied,Theft
P34921171,CUST3129,V671914,BMW,12/8/2023,7/19/2024,1150,CLM3977,11/16/2023,Credit Card,Collision,AG108,Central,12 months,837,9/9/2024,3139,Approved,Theft
P10212395,CUST3130,V154131,BMW,11/2/2023,10/11/2025,1501,CLM7285,7/20/2024,Bank Transfer,Third Party,AG101,Central,12 months,503,8/29/2024,4761,Pending,Theft
P31400391,CUST3131,V292983,Volkswagen,8/1/2022,8/7/2024,716,CLM9185,5/3/2024,Cash,Collision,AG103,Central,12 months,314,9/30/2024,9269,Approved,Theft
P69902150,CUST3132,V862063,BMW,12/31/2023,2/3/2024,1897,CLM8286,10/14/2023,Bank Transfer,Comprehensive,AG101,Central,12 months,524,12/16/2024,7634,Denied,Theft
P49082420,CUST3133,V296060,BMW,1/3/2023,4/19/2024,1758,CLM8402,11/4/2023,Credit Card,Third Party,AG103,Central,12 months,512,9/27/2023,7422,Denied,Theft
P50030861,CUST3134,V330755,Ford,8/28/2023,1/19/2025,1558,CLM5612,12/19/2024,Cash,Third Party,AG103,Central,12 months,335,2/28/2023,5348,Approved,Theft
P83338236,CUST3135,V477805,Ford,9/16/2022,4/6/2024,1260,CLM9948,7/17/2024,Credit Card,Collision,AG104,Central,12 months,424,11/13/2023,8198,Denied,Theft
P64229862,CUST3136,V451949,Honda,10/18/2023,8/13/2025,1347,CLM1066,10/13/2024,Credit Card,Third Party,AG104,Central,12 months,780,2/5/2023,6927,Denied,Theft
P18727954,CUST3137,V753408,Chevrolet,10/16/2022,8/27/2024,813,CLM8495,10/27/2023,Bank Transfer,Collision,AG103,Central,12 months,502,4/17/2024,3217,Approved,Theft
P94357912,CUST3138,V322680,Chevrolet,10/13/2023,9/24/2024,1545,CLM8519,9/8/2023,Credit Card,Comprehensive,AG108,Central,12 months,170,12/25/2023,8892,Denied,Theft
P65007945,CUST3139,V735393,BMW,3/26/2023,5/12/2024,1382,CLM2087,7/25/2024,Credit Card,Collision,AG100,Central,12 months,948,9/24/2023,8632,Approved,Theft
P27964654,CUST3140,V458751,Mercedes,9/24/2022,6/17/2025,1685,CLM1818,2/6/2024,Cash,Comprehensive,AG103,Central,12 months,430,2/25/2023,8906,Pending,Theft
P28762833,CUST3141,V456407,Volkswagen,5/8/2023,11/22/2024,1794,CLM2798,2/18/2024,Bank Transfer,Third Party,AG103,Central,12 months,241,10/11/2024,7307,Approved,Theft
P90535774,CUST3142,V509384,Mercedes,3/23/2022,12/20/2024,885,CLM9462,6/14/2024,Cash,Third Party,AG100,Central,12 months,325,9/24/2024,7638,Denied,Theft
P94693542,CUST3143,V331155,Nissan,6/22/2023,5/3/2025,1023,CLM9747,5/29/2023,Bank Transfer,Collision,AG108,Central,12 months,730,11/12/2023,4201,Denied,Theft
P65994034,CUST3144,V125866,Ford,5/30/2023,7/28/2024,1511,CLM1462,6/2/2024,Bank Transfer,Comprehensive,AG102,Central,12 months,965,11/23/2023,8459,Denied,Theft
P22045874,CUST3145,V361121,Toyota,11/24/2023,12/3/2025,1571,CLM2178,6/11/2024,Bank Transfer,Third Party,AG101,Central,12 months,562,3/4/2023,8091,Denied,Theft
P23711537,CUST3146,V353123,BMW,3/30/2023,4/25/2024,1970,CLM3924,3/6/2023,Cash,Comprehensive,AG103,Central,12 months,594,8/11/2024,6946,Approved,Theft
P40010164,CUST3147,V386196,BMW,1/29/2022,10/25/2025,1924,CLM9059,2/4/2024,Bank Transfer,Collision,AG103,Central,12 months,497,11/10/2024,2377,Pending,Theft
P10772150,CUST3148,V975117,BMW,9/27/2023,4/22/2025,1622,CLM7971,12/22/2023,Credit Card,Comprehensive,AG101,Central,12 months,125,9/29/2023,5708,Pending,Theft
P45472743,CUST3149,V513873,Volkswagen,11/14/2022,9/19/2024,1693,CLM8747,1/20/2023,Cash,Comprehensive,AG100,Central,12 months,371,10/6/2024,2228,Approved,Theft
